begin
"57520";"广东休闲娱乐" ; "893" ; "广州" ; "番禺区" ; "广州市" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57520.html"
"54668";"天津中心唐拉雅秀酒店" ; "1209" ; "天津" ; "和平区" ; "天津市和平区南京路219号" ; "酒店" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54668.html"
"54669";"天津市华夏未来少儿艺术中心 " ; "1209" ; "天津" ; "河西区" ; "天津市河西区体院北环湖中道3号华夏未来A座1层" ; "会展中心/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54669.html"
"54670";"天津西青区杨柳青镇驻地" ; "1209" ; "天津" ; "西青区" ; "天津西青区杨柳青庄园" ; "娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54670.html"
"54671";"天津希乐城少儿职业探索乐园" ; "1209" ; "天津" ; "西青区" ; "天津市西青区阜锦道与万卉路交口(曹庄花卉西100米) " ; "娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54671.html"
"54672";"天津蓟洲国际滑雪场" ; "1209" ; "天津" ; "蓟县" ; "天津蓟县罗庄子镇洪水庄村村西 " ; "景区/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54672.html"
"54677";"天津二宫体育场" ; "1209" ; "天津" ; "河东区" ; "天津市河东区光华路2号新城市广场内（第二工人文化宫旁） " ; "体育场馆/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54677.html"
"54687";"河东万达广场A座" ; "1209" ; "天津" ; "河东区" ; "天津河东万达广场A座16层" ; "广场/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54687.html"
"54991";"天津青少年活动中心" ; "1209" ; "天津" ; "河西区" ; "天津河西区隆昌路2号(科技馆旁)" ; "多功能厅/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_54991.html"
"55040";"中影国际影城（天津怡乐店）" ; "1209" ; "天津" ; "河西区" ; "天津市河西区大沽南路531号怡乐天地购物中心4层" ; "影院" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55040.html"
"55132";"天津大剧院多功能厅" ; "1209" ; "天津" ; "河西区" ; "天津市河西区乐园道文化中心内" ; "多功能厅" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55132.html"
"55214";"天津华夏剧院" ; "1209" ; "天津" ; "河西区" ; "天津市河西区环湖中路3号（环湖中路与环湖中道交口南）华夏剧院" ; "剧场/多功能厅" ; " 演唱会/音乐会/话剧/歌剧/戏曲综艺/魔术马戏/舞蹈芭蕾/体育比赛/儿童亲子" ; "0" ; "http://venue.damai.cn/venue_55214.html"
"55383";"崇州九龙沟" ; "1377" ; "成都" ; "崇州市" ; "四川省成都市崇州市三郎镇" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55383.html"
"55411";"东郊记忆·拾得雨林" ; "1377" ; "成都" ; "成华区" ; "成都建设南支路4号东郊记忆园区·拾得雨林" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55411.html"
"55427";"邛崃市体育场" ; "1377" ; "成都" ; "邛崃市" ; "邛崃市南街272号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55427.html"
"55454";"成都市妇女儿童中心剧场" ; "1377" ; "成都" ; "锦江区" ; "成都市东大路与东汇街路口" ; "未知" ; " 未知" ; "3" ; "http://venue.damai.cn/venue_55454.html"
"55475";"东郊记忆-锦颂东方艺术展览中心" ; "1377" ; "成都" ; "成华区" ; "成华区建设南路160号东郊记忆中央大道C-4锦颂东方艺术展览中心" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55475.html"
"55487";"蝗家一号" ; "1377" ; "成都" ; "锦江区" ; "成都锦江区水津街1号兰桂坊下沉广场" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55487.html"
"55500";"东郊记忆-活态体验舱" ; "1377" ; "成都" ; "成华区" ; "成都市成华区二环路东二段外侧" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55500.html"
"55517";"东郊记忆-声音啤酒馆" ; "1377" ; "成都" ; "成华区" ; "成都市成华区二环路东二段外侧" ; "未知" ; " 话剧" ; "0" ; "http://venue.damai.cn/venue_55517.html"
"55518";"东郊记忆-唯乐音乐厅" ; "1377" ; "成都" ; "成华区" ; "成都市成华区二环路东二段外侧" ; "未知" ; " 歌剧" ; "0" ; "http://venue.damai.cn/venue_55518.html"
"56385";"金牛区万达广场" ; "1377" ; "成都" ; "金牛区" ; "成都人民北路与一环路交汇处万达广场" ; "影院" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_56385.html"
"56386";"成都万达新都店" ; "1377" ; "成都" ; "新都区" ; "成都新都区马超东路266号和信新城市购物广场4楼（政务中心对面）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56386.html"
"56436";"成都秀丽东方" ; "1377" ; "成都" ; "锦江区" ; "成都市锦江大道湿地路" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56436.html"
"56461";"Central World Live" ; "1377" ; "成都" ; "青羊区" ; "991 Rama 1 Road, Phathumwan Bangkok 10330" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56461.html"
"56463";"Stadium Merdeka" ; "1377" ; "成都" ; "青羊区" ; "Jalan Maharajalela Kuala Lumpur, Selangor, Malaysia" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56463.html"
"56467";"东郊记忆·演艺中心" ; "1377" ; "成都" ; "成华区" ; "成都建设南支路4号东郊记忆园区·演艺中心" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_56467.html"
"56480";"四川师范大学电影电视职业学院演播剧场" ; "1377" ; "成都" ; "金牛区" ; "成都市金牛区华严路89号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56480.html"
"56579";"Putra Indoor Stadium" ; "1377" ; "成都" ; "青羊区" ; "Bukit Jalil, 46150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56579.html"
"56745";"美洲滑雪场" ; "1377" ; "成都" ; "高新区" ; "四川省成都高新区民丰大道和新园大道交汇处（国防乐园旁）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56745.html"
"56765";"Penang International Sports Arena[PISA]" ; "1377" ; "成都" ; "青羊区" ; "Jalan Tun Dr. Awang, 11900, Bayan Lepas" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56765.html"
"56783";"精灵公会射箭馆" ; "1377" ; "成都" ; "武侯区" ; "保利中心C座7F" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56783.html"
"56804";"东郊记忆·MINILIVE" ; "1377" ; "成都" ; "成华区" ; "成都建设南支路4号东郊记忆园区·MINILIVE" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_56804.html"
"56836";"来福士广场" ; "1377" ; "成都" ; "武侯区" ; "人民南路四段三号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56836.html"
"56892";"铂雅苑国际会议中心" ; "1377" ; "成都" ; "双流县" ; "成都市双流县麓山大道二段19号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56892.html"
"56906";"梵木艺术馆" ; "1377" ; "成都" ; "锦江区" ; "四川省成都市锦江区金象寺199号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56906.html"
"56933";"(喜来登酒店东楼)大中华国际演艺中心" ; "1377" ; "成都" ; "青羊区" ; "四川省成都青羊区人民中路一段15号(后子门成体中心成都喜来登酒店附楼)" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_56933.html"
"56991";"黄龙溪大剧院" ; "1377" ; "成都" ; "双流县" ; "成都市双流县镇龙街51" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_56991.html"
"57016";"哈哈曲艺社" ; "1377" ; "成都" ; "锦江区" ; "大慈寺路66号美美酒店三楼" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_57016.html"
"57027";"天府广场时尚购物中心" ; "1377" ; "成都" ; "青羊区" ; "成都市青羊区天府广场地铁站" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57027.html"
"57057";"成都万象城" ; "1377" ; "成都" ; "成华区" ; "成都市成华区双庆路8号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57057.html"
"57145";"成都市体育中心（内场）" ; "1377" ; "成都" ; "青羊区" ; "人民中路一段11号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57145.html"
"57167";"齐速卡丁车俱乐部" ; "1377" ; "成都" ; "龙泉驿区" ; "成都经济开发区南三路456号" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_57167.html"
"57170";"东郊记忆·聚空间" ; "1377" ; "成都" ; "成华区" ; "成都建设南支路4号东郊记忆园区" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57170.html"
"57198";"东郊记忆" ; "1377" ; "成都" ; "成华区" ; "成都建设南支路4号东郊记忆园区" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57198.html"
"57231";"玛雅密室" ; "1377" ; "成都" ; "青羊区" ; "青羊区光华村街42号乐宾百货4楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57231.html"
"57233";"ICE&JOY冰悦滑冰场" ; "1377" ; "成都" ; "锦江区" ; "IFS成都国际金融中心B2层" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57233.html"
"57242";"红星路35号文化创意产业园" ; "1377" ; "成都" ; "锦江区" ; "成都锦江区红星路一段35号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57242.html"
"57243";"SINGAPORE INDOOR STADIUM" ; "1377" ; "成都" ; "锦江区" ; "新加坡加冷河畔" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57243.html"
"57244";"新加坡圣淘沙名胜世界会议中心，罗盘宴会厅" ; "1377" ; "成都" ; "锦江区" ; "8 Sentosa Gateway, Sentosa Island Singapore 098269" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57244.html"
"57268";"More Bar" ; "1377" ; "成都" ; "武侯区" ; "新希望路4号曼哈顿2期3栋" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57268.html"
"57321";"艾莫米奥bar" ; "1377" ; "成都" ; "青羊区" ; "成都青羊区少城路10号amo club" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57321.html"
"57347";"异次元·世界" ; "1377" ; "成都" ; "青羊区" ; "成都市青羊区中同仁路8号2楼（宽窄巷子旁100米小通巷斜对面）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57347.html"
"57367";"中铁水映青城滨河广场" ; "1377" ; "成都" ; "都江堰市" ; "都江堰市中兴镇梅花村三组（106国道东侧旁）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57367.html"
"57368";"成都凯德广场•金牛二期1号中厅" ; "1377" ; "成都" ; "金牛区" ; "成都市金牛区交大路183号凯德广场" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57368.html"
"57484";"电子科技大学清水河校区体育馆" ; "1377" ; "成都" ; "高新区" ; "四川省成都市高新区(西区)西源大道2006号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57484.html"
"57486";"成都国际金融中心IFS" ; "1377" ; "成都" ; "锦江区" ; "成都市锦江区红星路步行街3段1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57486.html"
"57496";"成都新世纪会展中心" ; "1377" ; "成都" ; "高新区" ; "四川省成都市世纪城路208号 " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57496.html"
"57609";"成都悦来茶馆" ; "1377" ; "成都" ; "锦江区" ; "成都市锦江区华兴正街54号锦江剧场内" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57609.html"
"57676";"AMC Live House" ; "1377" ; "成都" ; "成华区" ; ":成都建设南支路4号东郊记忆园区·演艺中心" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57676.html"
"57711";"绿地GIC成都中央广场" ; "1377" ; "成都" ; "武侯区" ; "成都•南二环•科华路中段" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57711.html"
"57719";"成都大舞台" ; "1377" ; "成都" ; "成华区" ; "成华区建设南路中段4号(近成都工业博物馆) " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57719.html"
"53078";"深圳100家影院通用" ; "906" ; "深圳" ; "罗湖区" ; "深圳100家影院通用" ; "影院" ; " 戏曲综艺" ; "1" ; "http://venue.damai.cn/venue_53078.html"
"53081";"锦绣中华凤凰广场" ; "906" ; "深圳" ; "罗湖区" ; "深圳市深南大道华侨城内 " ; "广场" ; " 演唱会" ; "0" ; "http://venue.damai.cn/venue_53081.html"
"53153";"深圳广播电影电视集团" ; "906" ; "深圳" ; "福田区" ; "福田区鹏程一路1号深圳广播电影电视大厦" ; "商业中心" ; " 戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_53153.html"
"53196";"中国票务在线" ; "906" ; "深圳" ; "罗湖区" ; "深圳市罗湖区人民南路3012号天安国际大厦B栋2403室 " ; "娱乐休闲/其他" ; " 演唱会" ; "0" ; "http://venue.damai.cn/venue_53196.html"
"53202";"唤觉餐厅" ; "906" ; "深圳" ; "福田区" ; "振兴路华匀大厦1栋1楼" ; "其他" ; " 戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_53202.html"
"53251";"红糖罐" ; "906" ; "深圳" ; "福田区" ; "深圳福田区车公庙泰然九路皇冠科技园2栋1楼 " ; "Livehouse" ; " 演唱会/音乐会" ; "2" ; "http://venue.damai.cn/venue_53251.html"
"53291";"深圳群艺馆影剧院" ; "906" ; "深圳" ; "福田区" ; "福田区燕南路95号群众艺术馆" ; "剧场" ; " 话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_53291.html"
"53295";"南岭村会堂 " ; "906" ; "深圳" ; "龙岗区" ; "深圳市龙岗区布吉求水山酒店" ; "酒店" ; " 话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_53295.html"
"53352";"深圳特区报业集团会堂" ; "906" ; "深圳" ; "福田区" ; "广东省深圳市福田区深南大道５９８０号深圳特区报业大厦２层西" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53352.html"
"53362";"深圳大学城体育中心体育馆" ; "906" ; "深圳" ; "南山区" ; "深圳市南山区留仙大道" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53362.html"
"53364";"深圳职业技术学院体育馆" ; "906" ; "深圳" ; "南山区" ; "深圳南山区一号路" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53364.html"
"53365";"深湾一路射箭场 " ; "906" ; "深圳" ; "南山区" ; "深圳市南山区深湾一路" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53365.html"
"53366";"深圳大学田径场" ; "906" ; "深圳" ; "南山区" ; "深圳市南山区南海大道3688号深圳大学" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53366.html"
"53367";"深圳大学城中心体育场" ; "906" ; "深圳" ; "南山区" ; "深圳市南山区南海大道3688号深圳大学" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53367.html"
"53368";"龙岗大运中心体育场" ; "906" ; "深圳" ; "龙岗区" ; "深圳市龙岗区龙翔大道深圳大运中心" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53368.html"
"53369";"龙岗大运中心体育馆" ; "906" ; "深圳" ; "龙岗区" ; "深圳市龙岗区龙翔大道深圳大运中心" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53369.html"
"53370";"大运中心游泳馆" ; "906" ; "深圳" ; "龙岗区" ; "深圳市龙岗区龙翔大道深圳大运中心" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53370.html"
"53371";"深圳信息职业技术学院体育馆" ; "906" ; "深圳" ; "罗湖区" ; "深圳罗湖区求真路深圳信息职业技术学院体育馆" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53371.html"
"53372";"深圳信息职业技术学院体育场" ; "906" ; "深圳" ; "罗湖区" ; "深圳罗湖区求真路深圳信息职业技术学院体育馆" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53372.html"
"53373";"深圳体育运动学校体育场" ; "906" ; "深圳" ; "宝安区" ; "深圳市龙岗区大运新城黄阁坑龙兴大道旁" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53373.html"
"53374";"龙岗体育中心自行车赛场全民健身广场" ; "906" ; "深圳" ; "龙岗区" ; "龙岗区水官高速与龙翔大道交汇处" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53374.html"
"53375";"龙岗区体育中心网球场" ; "906" ; "深圳" ; "龙岗区" ; "深圳市龙岗区龙格路龙岗区体育中心" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53375.html"
"53376";"飞碟赛场" ; "906" ; "深圳" ; "龙岗区" ; "深圳市龙岗区" ; "公园" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53376.html"
"53377";"深圳体育运动学校（新址）综合训练馆" ; "906" ; "深圳" ; "宝安区" ; "深圳宝安区新区大道深圳市体育运动学校" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53377.html"
"53378";"坪山体育中心体育馆" ; "906" ; "深圳" ; "龙岗区" ; "深圳市龙岗区深汕公路北京工商大学京安学院深圳坪山校区" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53378.html"
"53379";"罗湖体育馆" ; "906" ; "深圳" ; "罗湖区" ; "深圳市罗湖区经二路48号罗湖体育馆" ; "体育场馆" ; " 体育比赛" ; "2" ; "http://venue.damai.cn/venue_53379.html"
"53380";"福田区体育公园体育馆" ; "906" ; "深圳" ; "福田区" ; "深圳市福田区滨河大道辅路福田体育公园" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53380.html"
"53381";"会展中心8" ; "906" ; "深圳" ; "福田区" ; "深圳市福田区会展中心站" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53381.html"
"53382";"会展中心9" ; "906" ; "深圳" ; "福田区" ; "深圳市福田区会展中心站" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53382.html"
"53383";"会展中心 梅花厅  " ; "906" ; "深圳" ; "福田区" ; "深圳市福田区会展中心" ; "会展中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53383.html"
"53384";"深圳市宝安体育中心体育场" ; "906" ; "深圳" ; "宝安区" ; "深圳市宝安区裕安一路3021号" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53384.html"
"53385";"深圳市宝安区西乡体育中心" ; "906" ; "深圳" ; "宝安区" ; "深圳市宝安区银田路西乡体育中心" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53385.html"
"53386";"深圳外国语学校高中部体育馆" ; "906" ; "深圳" ; "盐田区" ; "深圳盐田区" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53386.html"
"53387";"盐田区综合体育馆" ; "906" ; "深圳" ; "盐田区" ; "深圳市盐田区盐坝高速出口盐田区综合体育馆" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53387.html"
"53388";"大梅沙沙滩排球场" ; "906" ; "深圳" ; "盐田区" ; "深圳市盐田区大梅沙海滨公园" ; "公园" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53388.html"
"53404";"大运会射箭赛场" ; "906" ; "深圳" ; "南山区" ; "深圳市南山区深湾一路" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53404.html"
"53405";"深圳市宝安区游泳馆" ; "906" ; "深圳" ; "宝安区" ; "深圳市宝安区裕安西路" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53405.html"
"53406";"本色酒吧东门店" ; "906" ; "深圳" ; "罗湖区" ; "深圳市罗湖区解放路东门金世界商业中心4楼" ; "Livehouse/娱乐休闲/其他" ; " 音乐会" ; "0" ; "http://venue.damai.cn/venue_53406.html"
"53416";"深圳游泳跳水馆" ; "906" ; "深圳" ; "福田区" ; "广东省深圳市福田区笋岗西路 " ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53416.html"
"53421";"深圳宝安体育馆（大运）" ; "906" ; "深圳" ; "宝安区" ; "深圳市宝安区新湖路2112" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53421.html"
"53423";"华润深圳湾体育中心＂春茧＂体育馆（大运）" ; "906" ; "深圳" ; "南山区" ; "南山后海中心区东北角" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53423.html"
"53430";"深圳体育馆(大运会) " ; "906" ; "深圳" ; "福田区" ; "深圳市福田区笋岗西路" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_53430.html"
"53439";"深圳登喜路酒店" ; "906" ; "深圳" ; "南山区" ; "深圳市南山区南海大道1059号" ; "酒店" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53439.html"
"53453";"深圳东部华侨城海洋之心剧场" ; "906" ; "深圳" ; "龙岗区" ; "广东省深圳市盐田区大梅沙东部华侨城 (东部华侨城)" ; "剧场" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53453.html"
"53464";"深圳东部华侨城" ; "906" ; "深圳" ; "盐田区" ; "深圳市盐田区大梅沙东部华侨城" ; "景区" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53464.html"
"53501";"观澜湖高尔夫球会  奥沙拉宝球场" ; "906" ; "深圳" ; "罗湖区" ; "深圳市观澜高尔夫大道一号" ; "景区/公园" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53501.html"
"53535";"F518造音社" ; "906" ; "深圳" ; "宝安区" ; "宝安宝源路F518时尚创意园造音社" ; "Livehouse" ; " 音乐会" ; "0" ; "http://venue.damai.cn/venue_53535.html"
"53653";"深圳嘉禾影城2号厅" ; "906" ; "深圳" ; "罗湖区" ; "深圳市宝安南路1881号华润万象城三楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53653.html"
"53654";"深圳金逸影城号3号厅" ; "906" ; "深圳" ; "福田区" ; "深圳市福田区福华一路新怡景商业城G层" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53654.html"
"53656";"深圳博纳影城4号厅" ; "906" ; "深圳" ; "福田区" ; "深圳市福田区华强北茂业百货9层" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_53656.html"
"57802";"世外桃源大剧院" ; "1377" ; "成都" ; "武侯区" ; "成都市武侯区科华北路69号" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_57802.html"
"57808";"成都兰桂坊" ; "1377" ; "成都" ; "锦江区" ; "成都锦江区水津街1号兰桂坊" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57808.html"
"57809";"NASA Club" ; "1377" ; "成都" ; "武侯区" ; "成都武侯区锦绣路保利中心东区A座1903" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57809.html"
"57889";"青白江华川银地国际建材城" ; "1377" ; "成都" ; "青白江区" ; "成都青白江唐家寺八阵大道666号（川陕大件路旁）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57889.html"
"57967";"蜀风雅韵剧院" ; "1377" ; "成都" ; "金牛区" ; "中国四川省成都市琴台路23號（市文化公园内）" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_57967.html"
"57985";"四川歌舞大剧院" ; "1377" ; "成都" ; "锦江区" ; "成都市西大街97号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57985.html"
"57997";"高新区文化指导服务中心图书馆" ; "1377" ; "成都" ; "武侯区" ; "成都市武侯区新义西街69号 " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57997.html"
"58001";"时代·奥特莱斯" ; "1377" ; "成都" ; "双流县" ; "成都近郊双流县双楠大道中段633号(近绕城高速双流出口) " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58001.html"
"58095";"锦江宾馆" ; "1377" ; "成都" ; "锦江区" ; "成都锦江区人民南路2段80号（地铁1号线锦江宾馆站、近华西医院）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58095.html"
"58113";"成都339欢乐颂" ; "1377" ; "成都" ; "成华区" ; "成都成华区猛追湾街94号 " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58113.html"
"58230";"三道堰景区" ; "1377" ; "成都" ; "郫县" ; "成都市郫县" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58230.html"
"58300";"丹青艺术馆" ; "1377" ; "成都" ; "双流县" ; "成都市国际城南天府大道南段东侧麓山大道二段 三利·麓山城内丹青艺术馆" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58300.html"
"58429";"四川98个景区" ; "1377" ; "成都" ; "锦江区" ; "四川98个景区" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_58429.html"
"58481";"保利198漫花庄园" ; "1377" ; "成都" ; "新都区" ; "成都市新都区蜀龙大道南段(银杏路口) " ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_58481.html"
"58489";"派花侠" ; "1377" ; "成都" ; "锦江区" ; "派花侠" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58489.html"
"58738";"Crazy-X" ; "1377" ; "成都" ; "锦江区" ; "四川省成都市锦江区大业路6号财富中心6楼" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_58738.html"
"58785";"成都影立方773imax影城" ; "1377" ; "成都" ; "成华区" ; "成都成华区建设南支路4号东郊记忆内" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58785.html"
"58895";"成都Vplus Lounge" ; "1377" ; "成都" ; "锦江区" ; "成都市锦江区东御街18号百扬大厦37楼（天府广场、远东百货旁）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58895.html"
"58979";"The Star Event Centre" ; "1377" ; "成都" ; "锦江区" ; "Level 3, The Star 80 Pyrmont Street，Pyrmont NSW 2009，Sydney, Australia " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58979.html"
"58980";"Melbourne Convention and Exhibition Centre" ; "1377" ; "成都" ; "锦江区" ; "1 Convention Centre Place, South Wharf VIC 3006, Australia " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58980.html"
"59038";"富力丽思卡尔顿酒店FLAIR餐厅酒吧" ; "1377" ; "成都" ; "青羊区" ; "成都青羊区顺城大街269号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59038.html"
"59054";"锦里结义楼" ; "1377" ; "成都" ; "武侯区" ; "四川省成都市武侯区武侯祠大街231号（锦里内）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59054.html"
